user_id,061c8eff-9a85-4be8-afe7-fb50eac84ab9,129b0f60-0a9e-47c2-ab3a-be0f5c0c67ef,2d5fa311-9250-4ef7-b50e-2fde3a604881,3695fbe7-4605-4471-be61-9f0286dada98,5943eeee-6f24-484c-9b8d-418ead40963e,60b30561-298b-48d3-8ff6-4650424817d7,6c3bec61-e341-4fe2-83d3-7d0451527b07,88cf54f1-460a-4edc-bb06-69a61771e86f,90b6075e-33a0-43d0-bc87-e291d71bbce3,9787a2b8-3a26-44d8-ad0b-fc7e3e5b1a34,9b6a4c5e-4561-423b-b386-ad1257151e48,a1179251-84ef-4b7b-b7f9-a03398865848,c0f3c227-5907-441c-9b47-d5ff5573a40f,c24655ed-baa5-41df-9d3e-b2a476770183,cbfdf341-edf3-4b1e-aee2-69261d4e0a0a,da9e9632-034e-4f75-a862-12eb2b033110,dfebc8a6-9f05-4a6a-9f1f-395e4a1548c0,e859359c-074d-4a7e-a9a0-d96d74a78e01,f5e5ca98-1b62-45a4-9f0c-39ae726e7ccb,fb39a391-af57-4b7b-b7f9-a03398865848,fb39a391-af57-4b87-bb7b-84e89306d533
061c8eff-9a85-4be8-afe7-fb50eac84ab9,1.0,0.8676628720388757,0.8303428022085686,0.6618705138774303,0.0,0.19595120239997904,0.0,0.42911587693227,0.0,0.0,0.10366386022641261,0.0,0.3057982435381584,0.745914488872699,0.09968279560751538,0.25854854836215213,0.5424684835342859,0.6173000259467823,0.0,0.0,0.0
129b0f60-0a9e-47c2-ab3a-be0f5c0c67ef,0.8676628720388757,1.0,0.7147300483502163,0.565966833880883,0.0,0.1006470441489268,0.0,0.3877551020408163,0.13653203569631328,0.0,0.2472098608113567,0.0,0.38568952405727575,0.8609191510153908,0.0,0.1568347394199324,0.5905740875278779,0.7437846273909289,0.0,0.0,0.0
2d5fa311-9250-4ef7-b50e-2fde3a604881,0.8303428022085686,0.7147300483502163,1.0,0.8343453819937535,0.2180347093965475,0.35416345170304137,0.0,0.6728630162292831,0.0,0.0,0.0,0.0,0.16290155183817043,0.6305509470053156,0.2649076717005969,0.4702413017644147,0.33093363050508545,0.485092173898852,0.0,0.0,0.0
3695fbe7-4605-4471-be61-9f0286dada98,0.6618705138774303,0.565966833880883,0.8343453819937535,0.9999999999999999,0.34331384720838964,0.5558391613590543,0.0,0.7819638381156161,0.0,0.0,0.0,0.0,0.0,0.4900928519895849,0.408709576327825,0.6109524781169323,0.19615384615384615,0.36112203642056645,0.0,0.0,0.16567737480756875
5943eeee-6f24-484c-9b8d-418ead40963e,0.0,0.0,0.2180347093965475,0.34331384720838964,1.0000000000000002,0.8125113189609424,0.1600562004972391,0.552072971601082,0.09954422299753327,0.4674887228783712,0.0,0.25133190417387796,0.0,0.0,0.8558843596575789,0.746735477971744,0.0,0.0,0.6111323998647302,0.3479601028621766,0.6889014769096958
60b30561-298b-48d3-8ff6-4650424817d7,0.19595120239997904,0.1006470441489268,0.35416345170304137,0.5558391613590543,0.8125113189609424,0.9999999999999998,0.0,0.718508065174283,0.0,0.2743712884650218,0.0,0.07572976792928057,0.0,0.0,0.8682032674456052,0.8936964783733892,0.0,0.0,0.44948814866795656,0.292900810375285,0.5349814721498223
6c3bec61-e341-4fe2-83d3-7d0451527b07,0.0,0.0,0.0,0.0,0.1600562004972391,0.0,1.0,0.0,0.8668796079788672,0.6921967769850914,0.7812537935567855,0.8985385122326393,0.6150020311126798,0.1063662744737107,0.09185599807847376,0.0,0.44163589980105517,0.2864160955535415,0.5055499740248376,0.0,0.42440995930052466
88cf54f1-460a-4edc-bb06-69a61771e86f,0.42911587693227,0.3877551020408163,0.6728630162292831,0.7819638381156161,0.552072971601082,0.718508065174283,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.31264958642137874,0.5884207516113189,0.7871897497808146,0.0,0.18741029981503718,0.21564716641136605,0.0,0.3548780016698459
90b6075e-33a0-43d0-bc87-e291d71bbce3,0.0,0.13653203569631328,0.0,0.0,0.09954422299753327,0.0,0.8668796079788672,0.0,1.0,0.5786845368223613,0.8632694965696059,0.80041876249707,0.7238092392326055,0.21502540896276828,0.0,0.0,0.5057622583759173,0.42236982490884795,0.4362147375609798,0.0,0.30625608977958585
9787a2b8-3a26-44d8-ad0b-fc7e3e5b1a34,0.0,0.0,0.0,0.0,0.4674887228783712,0.2743712884650218,0.6921967769850914,0.0,0.5786845368223613,1.0,0.5136637493633002,0.7835800309162033,0.32268588547414334,0.0,0.38958428318471977,0.19303785572382612,0.1749944189912711,0.0,0.789506744293044,0.32582187641519844,0.6083362924484502
9b6a4c5e-4561-423b-b386-ad1257151e48,0.10366386022641261,0.2472098608113567,0.0,0.0,0.0,0.0,0.7812537935567855,0.0,0.8632694965696059,0.5136637493633002,0.9999999999999998,0.6879339817802206,0.789687861490498,0.3272900103023623,0.0,0.0,0.6139356097404257,0.4506150654714553,0.3652683779876506,0.0,0.2044038318254768
a1179251-84ef-4b7b-b7f9-a03398865848,0.0,0.0,0.0,0.0,0.25133190417387796,0.07572976792928057,0.8985385122326393,0.0,0.80041876249707,0.7835800309162033,0.6879339817802206,1.0,0.5418462911272485,0.0,0.1916405668731431,0.0,0.32666128384164717,0.20396518724659515,0.621510723808531,0.0,0.490231732806549
c0f3c227-5907-441c-9b47-d5ff5573a40f,0.3057982435381584,0.38568952405727575,0.16290155183817043,0.0,0.0,0.0,0.6150020311126798,0.0,0.7238092392326055,0.32268588547414334,0.789687861490498,0.5418462911272485,1.0000000000000002,0.4598592272391812,0.0,0.0,0.7845772428793794,0.6366255486936515,0.19665640099689205,0.0,0.0
c24655ed-baa5-41df-9d3e-b2a476770183,0.745914488872699,0.8609191510153908,0.6305509470053156,0.4900928519895849,0.0,0.0,0.1063662744737107,0.31264958642137874,0.21502540896276828,0.0,0.3272900103023623,0.0,0.4598592272391812,0.9999999999999998,0.0,0.09843762016318387,0.6529849848762967,0.802510616794071,0.0,0.0,0.0
cbfdf341-edf3-4b1e-aee2-69261d4e0a0a,0.09968279560751538,0.0,0.2649076717005969,0.408709576327825,0.8558843596575789,0.8682032674456052,0.09185599807847376,0.5884207516113189,0.0,0.38958428318471977,0.0,0.1916405668731431,0.0,0.0,0.9999999999999999,0.8075850732418088,0.0,0.0,0.5562568261423211,0.23059873260722635,0.6614197772671784
da9e9632-034e-4f75-a862-12eb2b033110,0.25854854836215213,0.1568347394199324,0.4702413017644147,0.6109524781169323,0.746735477971744,0.8936964783733892,0.0,0.7871897497808146,0.0,0.19303785572382612,0.0,0.0,0.0,0.09843762016318387,0.8075850732418088,0.9999999999999998,0.0,0.0,0.38575685649654157,0.27648337693667746,0.46010667775133346
dfebc8a6-9f05-4a6a-9f1f-395e4a1548c0,0.5424684835342859,0.5905740875278779,0.33093363050508545,0.19615384615384615,0.0,0.0,0.44163589980105517,0.0,0.5057622583759173,0.1749944189912711,0.6139356097404257,0.32666128384164717,0.7845772428793794,0.6529849848762967,0.0,0.0,1.0,0.7812868392521,0.0,0.0,0.0
e859359c-074d-4a7e-a9a0-d96d74a78e01,0.6173000259467823,0.7437846273909289,0.485092173898852,0.36112203642056645,0.0,0.0,0.2864160955535415,0.18741029981503718,0.42236982490884795,0.0,0.4506150654714553,0.20396518724659515,0.6366255486936515,0.802510616794071,0.0,0.0,0.7812868392521,0.9999999999999998,0.0,0.0,0.0
f5e5ca98-1b62-45a4-9f0c-39ae726e7ccb,0.0,0.0,0.0,0.0,0.6111323998647302,0.44948814866795656,0.5055499740248376,0.21564716641136605,0.4362147375609798,0.789506744293044,0.3652683779876506,0.621510723808531,0.19665640099689205,0.0,0.5562568261423211,0.38575685649654157,0.0,0.0,1.0000000000000002,0.27456258919345766,0.7562102954195296
fb39a391-af57-4b7b-b7f9-a03398865848,0.0,0.0,0.0,0.0,0.3479601028621766,0.292900810375285,0.0,0.0,0.0,0.32582187641519844,0.0,0.0,0.0,0.0,0.23059873260722635,0.27648337693667746,0.0,0.0,0.27456258919345766,1.0,0.0
fb39a391-af57-4b87-bb7b-84e89306d533,0.0,0.0,0.0,0.16567737480756875,0.6889014769096958,0.5349814721498223,0.42440995930052466,0.3548780016698459,0.30625608977958585,0.6083362924484502,0.2044038318254768,0.490231732806549,0.0,0.0,0.6614197772671784,0.46010667775133346,0.0,0.0,0.7562102954195296,0.0,0.9999999999999998
